<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,09/10/18,23:39,116130.0,116180.0,116130.0,116150.0,320
SPFB.RTS-12.18,1,09/10/18,23:40,116150.0,116200.0,116140.0,116200.0,434
SPFB.RTS-12.18,1,09/10/18,23:41,116190.0,116220.0,116140.0,116140.0,226
SPFB.RTS-12.18,1,09/10/18,23:42,116140.0,116160.0,116120.0,116120.0,125
SPFB.RTS-12.18,1,09/10/18,23:43,116130.0,116130.0,116100.0,116100.0,94
SPFB.RTS-12.18,1,09/10/18,23:44,116100.0,116130.0,116090.0,116100.0,277
SPFB.RTS-12.18,1,09/10/18,23:45,116100.0,116130.0,116100.0,116130.0,126
SPFB.RTS-12.18,1,09/10/18,23:46,116130.0,116160.0,116120.0,116150.0,152
SPFB.RTS-12.18,1,09/10/18,23:47,116120.0,116130.0,116120.0,116130.0,66
SPFB.RTS-12.18,1,09/10/18,23:48,116130.0,116150.0,116130.0,116140.0,39
SPFB.RTS-12.18,1,09/10/18,23:49,116150.0,116160.0,116050.0,116080.0,355
SPFB.RTS-12.18,1,09/10/18,23:50,116060.0,116090.0,116000.0,116000.0,388
SPFB.RTS-12.18,1,09/11/18,10:01,113830.0,114050.0,113790.0,113850.0,2037
SPFB.RTS-12.18,1,09/11/18,10:02,113840.0,114000.0,113830.0,113940.0,1676
SPFB.RTS-12.18,1,09/11/18,10:03,113940.0,114020.0,113920.0,113950.0,930
SPFB.RTS-12.18,1,09/11/18,10:04,113940.0,114000.0,113920.0,113940.0,1053
SPFB.RTS-12.18,1,09/11/18,10:05,113940.0,113990.0,113920.0,113970.0,565
SPFB.RTS-12.18,1,09/11/18,10:06,113970.0,114070.0,113840.0,113980.0,2330
SPFB.RTS-12.18,1,09/11/18,10:07,113960.0,114000.0,113890.0,113980.0,778
SPFB.RTS-12.18,1,09/11/18,10:08,113970.0,114000.0,113930.0,113970.0,450
SPFB.RTS-12.18,1,09/11/18,10:09,113950.0,113990.0,113920.0,113950.0,592
SPFB.RTS-12.18,1,09/11/18,10:10,113940.0,113980.0,113920.0,113980.0,361
SPFB.RTS-12.18,1,09/11/18,10:11,113970.0,113980.0,113930.0,113930.0,319
SPFB.RTS-12.18,1,09/11/18,10:12,113930.0,113940.0,113810.0,113910.0,1167
SPFB.RTS-12.18,1,09/11/18,10:13,113920.0,113960.0,113860.0,113950.0,478
SPFB.RTS-12.18,1,09/11/18,10:14,113950.0,113990.0,113920.0,113970.0,649
SPFB.RTS-12.18,1,09/11/18,10:15,113970.0,114000.0,113910.0,114000.0,655
SPFB.RTS-12.18,1,09/11/18,10:16,114000.0,114030.0,113930.0,113970.0,580
SPFB.RTS-12.18,1,09/11/18,10:17,113960.0,113960.0,113910.0,113920.0,355
SPFB.RTS-12.18,1,09/11/18,10:18,113930.0,113930.0,113820.0,113910.0,1276
SPFB.RTS-12.18,1,09/11/18,10:19,113910.0,113950.0,113890.0,113930.0,338
SPFB.RTS-12.18,1,09/11/18,10:20,113940.0,114010.0,113940.0,113980.0,599
SPFB.RTS-12.18,1,09/11/18,10:21,113970.0,114040.0,113940.0,114030.0,690
SPFB.RTS-12.18,1,09/11/18,10:22,114030.0,114040.0,113980.0,114000.0,332
SPFB.RTS-12.18,1,09/11/18,10:23,114000.0,114000.0,113950.0,113990.0,247
SPFB.RTS-12.18,1,09/11/18,10:24,113980.0,113990.0,113950.0,113980.0,174
SPFB.RTS-12.18,1,09/11/18,10:25,113980.0,114000.0,113960.0,113980.0,429
SPFB.RTS-12.18,1,09/11/18,10:26,113980.0,113990.0,113920.0,113960.0,416
SPFB.RTS-12.18,1,09/11/18,10:27,113960.0,114090.0,113950.0,114060.0,1509
SPFB.RTS-12.18,1,09/11/18,10:28,114060.0,114070.0,114000.0,114040.0,809
SPFB.RTS-12.18,1,09/11/18,10:29,114050.0,114050.0,113940.0,113950.0,843
SPFB.RTS-12.18,1,09/11/18,10:30,113950.0,114020.0,113950.0,114020.0,233
SPFB.RTS-12.18,1,09/11/18,10:31,114020.0,114020.0,113960.0,114000.0,409
SPFB.RTS-12.18,1,09/11/18,10:32,114000.0,114060.0,114000.0,114000.0,360
SPFB.RTS-12.18,1,09/11/18,10:33,113990.0,114040.0,113990.0,114040.0,160
SPFB.RTS-12.18,1,09/11/18,10:34,114030.0,114050.0,113950.0,113960.0,340
SPFB.RTS-12.18,1,09/11/18,10:35,113960.0,113990.0,113900.0,113910.0,685
SPFB.RTS-12.18,1,09/11/18,10:36,113900.0,113910.0,113840.0,113910.0,1063
SPFB.RTS-12.18,1,09/11/18,10:37,113910.0,113930.0,113880.0,113910.0,508
SPFB.RTS-12.18,1,09/11/18,10:38,113920.0,113950.0,113900.0,113950.0,383
SPFB.RTS-12.18,1,09/11/18,10:39,113950.0,113950.0,113910.0,113940.0,375
SPFB.RTS-12.18,1,09/11/18,10:40,113930.0,113960.0,113870.0,113910.0,327
SPFB.RTS-12.18,1,09/11/18,10:41,113900.0,113930.0,113860.0,113930.0,214
SPFB.RTS-12.18,1,09/11/18,10:42,113930.0,113930.0,113700.0,113820.0,1822
SPFB.RTS-12.18,1,09/11/18,10:43,113810.0,113820.0,113730.0,113750.0,682
SPFB.RTS-12.18,1,09/11/18,10:44,113750.0,113750.0,113620.0,113640.0,1382
SPFB.RTS-12.18,1,09/11/18,10:45,113650.0,113680.0,113620.0,113650.0,972
SPFB.RTS-12.18,1,09/11/18,10:46,113640.0,113660.0,113600.0,113640.0,828
SPFB.RTS-12.18,1,09/11/18,10:47,113640.0,113690.0,113630.0,113660.0,835
SPFB.RTS-12.18,1,09/11/18,10:48,113660.0,113680.0,113570.0,113600.0,1792
SPFB.RTS-12.18,1,09/11/18,10:49,113600.0,113650.0,113580.0,113640.0,1024
SPFB.RTS-12.18,1,09/11/18,10:50,113630.0,113700.0,113620.0,113700.0,499
SPFB.RTS-12.18,1,09/11/18,10:51,113700.0,113700.0,113640.0,113670.0,366
SPFB.RTS-12.18,1,09/11/18,10:52,113670.0,113690.0,113660.0,113660.0,282
SPFB.RTS-12.18,1,09/11/18,10:53,113650.0,113690.0,113600.0,113660.0,409
SPFB.RTS-12.18,1,09/11/18,10:54,113660.0,113710.0,113650.0,113700.0,502
SPFB.RTS-12.18,1,09/11/18,10:55,113690.0,113840.0,113690.0,113800.0,1376
SPFB.RTS-12.18,1,09/11/18,10:56,113790.0,113830.0,113760.0,113810.0,458
SPFB.RTS-12.18,1,09/11/18,10:57,113810.0,113810.0,113760.0,113770.0,385
SPFB.RTS-12.18,1,09/11/18,10:58,113760.0,113800.0,113750.0,113780.0,149
SPFB.RTS-12.18,1,09/11/18,10:59,113780.0,113800.0,113740.0,113740.0,411
SPFB.RTS-12.18,1,09/11/18,11:00,113740.0,113770.0,113720.0,113730.0,437
SPFB.RTS-12.18,1,09/11/18,11:01,113740.0,113770.0,113660.0,113720.0,1080
SPFB.RTS-12.18,1,09/11/18,11:02,113730.0,113810.0,113690.0,113740.0,1068
SPFB.RTS-12.18,1,09/11/18,11:03,113740.0,113770.0,113720.0,113730.0,632
SPFB.RTS-12.18,1,09/11/18,11:04,113730.0,113750.0,113710.0,113730.0,173
SPFB.RTS-12.18,1,09/11/18,11:05,113730.0,113740.0,113630.0,113660.0,1081
SPFB.RTS-12.18,1,09/11/18,11:06,113660.0,113670.0,113470.0,113510.0,3389
SPFB.RTS-12.18,1,09/11/18,11:07,113510.0,113520.0,113410.0,113490.0,2401
SPFB.RTS-12.18,1,09/11/18,11:08,113490.0,113570.0,113470.0,113540.0,1572
SPFB.RTS-12.18,1,09/11/18,11:09,113550.0,113590.0,113510.0,113540.0,541
SPFB.RTS-12.18,1,09/11/18,11:10,113540.0,113540.0,113400.0,113430.0,1290
SPFB.RTS-12.18,1,09/11/18,11:11,113420.0,113530.0,113400.0,113470.0,1112
SPFB.RTS-12.18,1,09/11/18,11:12,113470.0,113520.0,113450.0,113510.0,621
SPFB.RTS-12.18,1,09/11/18,11:13,113520.0,113520.0,113470.0,113490.0,450
SPFB.RTS-12.18,1,09/11/18,11:14,113480.0,113510.0,113460.0,113510.0,355
SPFB.RTS-12.18,1,09/11/18,11:15,113510.0,113510.0,113430.0,113440.0,772
SPFB.RTS-12.18,1,09/11/18,11:16,113450.0,113510.0,113380.0,113380.0,1275
SPFB.RTS-12.18,1,09/11/18,11:17,113380.0,113410.0,113350.0,113370.0,1324
SPFB.RTS-12.18,1,09/11/18,11:18,113370.0,113380.0,113260.0,113320.0,2883
SPFB.RTS-12.18,1,09/11/18,11:19,113320.0,113360.0,113300.0,113340.0,765
SPFB.RTS-12.18,1,09/11/18,11:20,113330.0,113400.0,113320.0,113350.0,928
SPFB.RTS-12.18,1,09/11/18,11:21,113350.0,113400.0,113320.0,113400.0,488
SPFB.RTS-12.18,1,09/11/18,11:22,113390.0,113410.0,113370.0,113390.0,430
SPFB.RTS-12.18,1,09/11/18,11:23,113390.0,113400.0,113250.0,113290.0,1210
SPFB.RTS-12.18,1,09/11/18,11:24,113290.0,113350.0,113270.0,113300.0,562
SPFB.RTS-12.18,1,09/11/18,11:25,113290.0,113310.0,113260.0,113280.0,551
SPFB.RTS-12.18,1,09/11/18,11:26,113270.0,113280.0,113190.0,113250.0,1967
SPFB.RTS-12.18,1,09/11/18,11:27,113260.0,113280.0,113220.0,113230.0,644
SPFB.RTS-12.18,1,09/11/18,11:28,113220.0,113240.0,113190.0,113230.0,350
SPFB.RTS-12.18,1,09/11/18,11:29,113220.0,113280.0,113220.0,113250.0,661
SPFB.RTS-12.18,1,09/11/18,11:30,113240.0,113310.0,113240.0,113260.0,758
SPFB.RTS-12.18,1,09/11/18,11:31,113260.0,113300.0,113240.0,113250.0,1049
SPFB.RTS-12.18,1,09/11/18,11:32,113260.0,113360.0,113260.0,113330.0,966
SPFB.RTS-12.18,1,09/11/18,11:33,113330.0,113380.0,113320.0,113380.0,1075
SPFB.RTS-12.18,1,09/11/18,11:34,113370.0,113380.0,113300.0,113320.0,704
SPFB.RTS-12.18,1,09/11/18,11:35,113320.0,113330.0,113220.0,113230.0,752
SPFB.RTS-12.18,1,09/11/18,11:36,113230.0,113350.0,113230.0,113290.0,649
SPFB.RTS-12.18,1,09/11/18,11:37,113290.0,113300.0,113230.0,113260.0,441
SPFB.RTS-12.18,1,09/11/18,11:38,113260.0,113260.0,113110.0,113130.0,2270
SPFB.RTS-12.18,1,09/11/18,11:39,113120.0,113170.0,113110.0,113130.0,621
SPFB.RTS-12.18,1,09/11/18,11:40,113120.0,113170.0,113110.0,113140.0,580
SPFB.RTS-12.18,1,09/11/18,11:41,113140.0,113210.0,113140.0,113190.0,657
SPFB.RTS-12.18,1,09/11/18,11:42,113200.0,113240.0,113100.0,113110.0,839
SPFB.RTS-12.18,1,09/11/18,11:43,113110.0,113210.0,113100.0,113140.0,734
SPFB.RTS-12.18,1,09/11/18,11:44,113140.0,113160.0,113050.0,113100.0,2345
SPFB.RTS-12.18,1,09/11/18,11:45,113100.0,113100.0,113000.0,113020.0,1319
SPFB.RTS-12.18,1,09/11/18,11:46,113010.0,113120.0,112980.0,113080.0,1538
SPFB.RTS-12.18,1,09/11/18,11:47,113080.0,113080.0,113030.0,113060.0,581
SPFB.RTS-12.18,1,09/11/18,11:48,113060.0,113070.0,113010.0,113070.0,632
SPFB.RTS-12.18,1,09/11/18,11:49,113060.0,113120.0,113040.0,113120.0,710
SPFB.RTS-12.18,1,09/11/18,11:50,113120.0,113210.0,113110.0,113170.0,1340
SPFB.RTS-12.18,1,09/11/18,11:51,113180.0,113190.0,113080.0,113110.0,681
SPFB.RTS-12.18,1,09/11/18,11:52,113110.0,113170.0,113090.0,113150.0,450
SPFB.RTS-12.18,1,09/11/18,11:53,113140.0,113170.0,113140.0,113160.0,303
SPFB.RTS-12.18,1,09/11/18,11:54,113170.0,113170.0,113120.0,113120.0,422
SPFB.RTS-12.18,1,09/11/18,11:55,113120.0,113180.0,113120.0,113140.0,705
SPFB.RTS-12.18,1,09/11/18,11:56,113130.0,113210.0,113120.0,113210.0,553
SPFB.RTS-12.18,1,09/11/18,11:57,113210.0,113240.0,113160.0,113180.0,907
SPFB.RTS-12.18,1,09/11/18,11:58,113180.0,113210.0,113130.0,113140.0,653
SPFB.RTS-12.18,1,09/11/18,11:59,113150.0,113160.0,113070.0,113090.0,606
SPFB.RTS-12.18,1,09/11/18,12:00,113100.0,113100.0,113040.0,113040.0,532
SPFB.RTS-12.18,1,09/11/18,12:01,113040.0,113110.0,113030.0,113110.0,830
SPFB.RTS-12.18,1,09/11/18,12:02,113120.0,113200.0,113110.0,113110.0,911
SPFB.RTS-12.18,1,09/11/18,12:03,113110.0,113200.0,113080.0,113200.0,932
SPFB.RTS-12.18,1,09/11/18,12:04,113200.0,113280.0,113180.0,113270.0,857
SPFB.RTS-12.18,1,09/11/18,12:05,113250.0,113340.0,113250.0,113320.0,1517
SPFB.RTS-12.18,1,09/11/18,12:06,113330.0,113340.0,113250.0,113260.0,992
SPFB.RTS-12.18,1,09/11/18,12:07,113260.0,113280.0,113210.0,113260.0,580
SPFB.RTS-12.18,1,09/11/18,12:08,113250.0,113260.0,113210.0,113230.0,368
SPFB.RTS-12.18,1,09/11/18,12:09,113230.0,113250.0,113210.0,113250.0,378
SPFB.RTS-12.18,1,09/11/18,12:10,113260.0,113290.0,113190.0,113190.0,773
SPFB.RTS-12.18,1,09/11/18,12:11,113200.0,113200.0,113110.0,113190.0,767
SPFB.RTS-12.18,1,09/11/18,12:12,113190.0,113260.0,113170.0,113230.0,352
SPFB.RTS-12.18,1,09/11/18,12:13,113220.0,113260.0,113200.0,113260.0,293
SPFB.RTS-12.18,1,09/11/18,12:14,113260.0,113300.0,113210.0,113220.0,511
SPFB.RTS-12.18,1,09/11/18,12:15,113220.0,113230.0,113160.0,113220.0,628
SPFB.RTS-12.18,1,09/11/18,12:16,113200.0,113250.0,113200.0,113230.0,206
SPFB.RTS-12.18,1,09/11/18,12:17,113220.0,113270.0,113180.0,113260.0,477
SPFB.RTS-12.18,1,09/11/18,12:18,113260.0,113260.0,113210.0,113240.0,295
SPFB.RTS-12.18,1,09/11/18,12:19,113210.0,113240.0,113200.0,113220.0,244
SPFB.RTS-12.18,1,09/11/18,12:20,113230.0,113300.0,113220.0,113260.0,713
SPFB.RTS-12.18,1,09/11/18,12:21,113280.0,113300.0,113230.0,113250.0,303
SPFB.RTS-12.18,1,09/11/18,12:22,113250.0,113340.0,113230.0,113290.0,639
SPFB.RTS-12.18,1,09/11/18,12:23,113290.0,113320.0,113260.0,113280.0,416
SPFB.RTS-12.18,1,09/11/18,12:24,113290.0,113290.0,113170.0,113170.0,668
SPFB.RTS-12.18,1,09/11/18,12:25,113190.0,113230.0,113180.0,113210.0,248
SPFB.RTS-12.18,1,09/11/18,12:26,113220.0,113230.0,113180.0,113180.0,131
SPFB.RTS-12.18,1,09/11/18,12:27,113180.0,113250.0,113160.0,113220.0,195
SPFB.RTS-12.18,1,09/11/18,12:28,113230.0,113250.0,113200.0,113240.0,168
SPFB.RTS-12.18,1,09/11/18,12:29,113250.0,113260.0,113230.0,113250.0,346
SPFB.RTS-12.18,1,09/11/18,12:30,113240.0,113250.0,113150.0,113180.0,405
SPFB.RTS-12.18,1,09/11/18,12:31,113180.0,113190.0,113110.0,113150.0,345
SPFB.RTS-12.18,1,09/11/18,12:32,113130.0,113180.0,113070.0,113100.0,781
SPFB.RTS-12.18,1,09/11/18,12:33,113110.0,113110.0,112990.0,113050.0,1613
SPFB.RTS-12.18,1,09/11/18,12:34,113060.0,113150.0,113050.0,113130.0,630
SPFB.RTS-12.18,1,09/11/18,12:35,113120.0,113200.0,113110.0,113170.0,676
SPFB.RTS-12.18,1,09/11/18,12:36,113160.0,113200.0,113140.0,113150.0,245
SPFB.RTS-12.18,1,09/11/18,12:37,113160.0,113220.0,113160.0,113190.0,893
SPFB.RTS-12.18,1,09/11/18,12:38,113190.0,113200.0,113120.0,113130.0,444
SPFB.RTS-12.18,1,09/11/18,12:39,113140.0,113150.0,113110.0,113110.0,392
SPFB.RTS-12.18,1,09/11/18,12:40,113110.0,113140.0,113090.0,113130.0,265
SPFB.RTS-12.18,1,09/11/18,12:41,113120.0,113140.0,113040.0,113040.0,811
SPFB.RTS-12.18,1,09/11/18,12:42,113040.0,113050.0,112950.0,112980.0,1380
SPFB.RTS-12.18,1,09/11/18,12:43,112980.0,113070.0,112980.0,113030.0,832
SPFB.RTS-12.18,1,09/11/18,12:44,113030.0,113060.0,113030.0,113050.0,235
SPFB.RTS-12.18,1,09/11/18,12:45,113050.0,113060.0,112950.0,112950.0,515
SPFB.RTS-12.18,1,09/11/18,12:46,112950.0,113000.0,112890.0,112900.0,1491
SPFB.RTS-12.18,1,09/11/18,12:47,112890.0,112910.0,112840.0,112870.0,1163
SPFB.RTS-12.18,1,09/11/18,12:48,112850.0,112880.0,112810.0,112850.0,974
SPFB.RTS-12.18,1,09/11/18,12:49,112870.0,112870.0,112780.0,112800.0,1312
SPFB.RTS-12.18,1,09/11/18,12:50,112800.0,112830.0,112770.0,112810.0,608
SPFB.RTS-12.18,1,09/11/18,12:51,112800.0,112850.0,112780.0,112840.0,665
SPFB.RTS-12.18,1,09/11/18,12:52,112840.0,112850.0,112800.0,112810.0,528
SPFB.RTS-12.18,1,09/11/18,12:53,112810.0,112840.0,112780.0,112840.0,405
SPFB.RTS-12.18,1,09/11/18,12:54,112840.0,112890.0,112800.0,112840.0,814
SPFB.RTS-12.18,1,09/11/18,12:55,112840.0,112850.0,112820.0,112840.0,183
SPFB.RTS-12.18,1,09/11/18,12:56,112830.0,112930.0,112820.0,112930.0,472
SPFB.RTS-12.18,1,09/11/18,12:57,112930.0,112940.0,112880.0,112880.0,718
SPFB.RTS-12.18,1,09/11/18,12:58,112890.0,112910.0,112850.0,112850.0,566
SPFB.RTS-12.18,1,09/11/18,12:59,112860.0,112880.0,112810.0,112850.0,376
SPFB.RTS-12.18,1,09/11/18,13:00,112860.0,112920.0,112850.0,112900.0,246
SPFB.RTS-12.18,1,09/11/18,13:01,112900.0,112940.0,112870.0,112880.0,892
SPFB.RTS-12.18,1,09/11/18,13:02,112880.0,112890.0,112850.0,112850.0,203
SPFB.RTS-12.18,1,09/11/18,13:03,112850.0,112870.0,112780.0,112780.0,531
SPFB.RTS-12.18,1,09/11/18,13:04,112790.0,112870.0,112780.0,112830.0,631
SPFB.RTS-12.18,1,09/11/18,13:05,112820.0,112830.0,112740.0,112750.0,1128
SPFB.RTS-12.18,1,09/11/18,13:06,112740.0,112840.0,112730.0,112810.0,643
SPFB.RTS-12.18,1,09/11/18,13:07,112800.0,112840.0,112780.0,112790.0,452
SPFB.RTS-12.18,1,09/11/18,13:08,112790.0,112850.0,112770.0,112840.0,346
SPFB.RTS-12.18,1,09/11/18,13:09,112830.0,112860.0,112830.0,112840.0,249
SPFB.RTS-12.18,1,09/11/18,13:10,112850.0,112850.0,112790.0,112810.0,360
SPFB.RTS-12.18,1,09/11/18,13:11,112810.0,112820.0,112720.0,112770.0,818
SPFB.RTS-12.18,1,09/11/18,13:12,112760.0,112840.0,112760.0,112840.0,405
SPFB.RTS-12.18,1,09/11/18,13:13,112840.0,112850.0,112810.0,112830.0,151
SPFB.RTS-12.18,1,09/11/18,13:14,112840.0,112860.0,112820.0,112840.0,607
SPFB.RTS-12.18,1,09/11/18,13:15,112830.0,112870.0,112810.0,112810.0,308
SPFB.RTS-12.18,1,09/11/18,13:16,112810.0,112830.0,112760.0,112760.0,691
SPFB.RTS-12.18,1,09/11/18,13:17,112780.0,112780.0,112740.0,112750.0,291
SPFB.RTS-12.18,1,09/11/18,13:18,112770.0,112770.0,112670.0,112680.0,976
SPFB.RTS-12.18,1,09/11/18,13:19,112680.0,112690.0,112600.0,112690.0,1919
SPFB.RTS-12.18,1,09/11/18,13:20,112680.0,112690.0,112610.0,112610.0,439
SPFB.RTS-12.18,1,09/11/18,13:21,112610.0,112700.0,112590.0,112670.0,956
SPFB.RTS-12.18,1,09/11/18,13:22,112660.0,112690.0,112630.0,112690.0,567
SPFB.RTS-12.18,1,09/11/18,13:23,112690.0,112700.0,112650.0,112690.0,311
SPFB.RTS-12.18,1,09/11/18,13:24,112680.0,112690.0,112610.0,112610.0,409
SPFB.RTS-12.18,1,09/11/18,13:25,112610.0,112630.0,112560.0,112590.0,1282
SPFB.RTS-12.18,1,09/11/18,13:26,112570.0,112620.0,112560.0,112580.0,543
SPFB.RTS-12.18,1,09/11/18,13:27,112580.0,112610.0,112540.0,112550.0,999
SPFB.RTS-12.18,1,09/11/18,13:28,112550.0,112580.0,112510.0,112550.0,1050
SPFB.RTS-12.18,1,09/11/18,13:29,112540.0,112570.0,112440.0,112510.0,2471
SPFB.RTS-12.18,1,09/11/18,13:30,112520.0,112540.0,112460.0,112520.0,1286
SPFB.RTS-12.18,1,09/11/18,13:31,112520.0,112570.0,112460.0,112470.0,982
SPFB.RTS-12.18,1,09/11/18,13:32,112470.0,112500.0,112430.0,112480.0,617
SPFB.RTS-12.18,1,09/11/18,13:33,112460.0,112510.0,112460.0,112490.0,439
SPFB.RTS-12.18,1,09/11/18,13:34,112490.0,112520.0,112480.0,112510.0,374
SPFB.RTS-12.18,1,09/11/18,13:35,112510.0,112570.0,112500.0,112540.0,867
SPFB.RTS-12.18,1,09/11/18,13:36,112530.0,112570.0,112500.0,112540.0,743
SPFB.RTS-12.18,1,09/11/18,13:37,112540.0,112620.0,112500.0,112510.0,1590
SPFB.RTS-12.18,1,09/11/18,13:38,112510.0,112520.0,112400.0,112420.0,1113
SPFB.RTS-12.18,1,09/11/18,13:39,112420.0,112430.0,112260.0,112280.0,1527
SPFB.RTS-12.18,1,09/11/18,13:40,112270.0,112280.0,112200.0,112230.0,1723
SPFB.RTS-12.18,1,09/11/18,13:41,112230.0,112230.0,112180.0,112210.0,1015
SPFB.RTS-12.18,1,09/11/18,13:42,112220.0,112230.0,112160.0,112180.0,738
SPFB.RTS-12.18,1,09/11/18,13:43,112160.0,112170.0,112110.0,112160.0,1242
SPFB.RTS-12.18,1,09/11/18,13:44,112160.0,112160.0,112060.0,112080.0,2118
SPFB.RTS-12.18,1,09/11/18,13:45,112090.0,112180.0,112060.0,112140.0,1195
SPFB.RTS-12.18,1,09/11/18,13:46,112150.0,112160.0,112070.0,112120.0,1109
SPFB.RTS-12.18,1,09/11/18,13:47,112110.0,112150.0,112070.0,112120.0,946
SPFB.RTS-12.18,1,09/11/18,13:48,112100.0,112110.0,112070.0,112080.0,559
SPFB.RTS-12.18,1,09/11/18,13:49,112090.0,112140.0,112070.0,112100.0,606
SPFB.RTS-12.18,1,09/11/18,13:50,112110.0,112180.0,112090.0,112180.0,998
SPFB.RTS-12.18,1,09/11/18,13:51,112180.0,112200.0,112150.0,112170.0,694
SPFB.RTS-12.18,1,09/11/18,13:52,112190.0,112190.0,112130.0,112170.0,460
SPFB.RTS-12.18,1,09/11/18,13:53,112160.0,112190.0,112160.0,112190.0,293
SPFB.RTS-12.18,1,09/11/18,13:54,112180.0,112220.0,112170.0,112220.0,827
SPFB.RTS-12.18,1,09/11/18,13:55,112210.0,112230.0,112190.0,112220.0,702
SPFB.RTS-12.18,1,09/11/18,13:56,112210.0,112220.0,112160.0,112180.0,280
SPFB.RTS-12.18,1,09/11/18,13:57,112180.0,112240.0,112180.0,112210.0,573
SPFB.RTS-12.18,1,09/11/18,13:58,112200.0,112240.0,112170.0,112240.0,421
SPFB.RTS-12.18,1,09/11/18,13:59,112240.0,112240.0,112190.0,112200.0,256
SPFB.RTS-12.18,1,09/11/18,14:00,112200.0,112200.0,112120.0,112120.0,615
SPFB.RTS-12.18,1,09/11/18,14:06,112130.0,112220.0,112120.0,112160.0,1630
SPFB.RTS-12.18,1,09/11/18,14:07,112140.0,112210.0,112120.0,112190.0,873
SPFB.RTS-12.18,1,09/11/18,14:08,112190.0,112190.0,112090.0,112090.0,992
SPFB.RTS-12.18,1,09/11/18,14:09,112100.0,112100.0,112000.0,112020.0,1945
SPFB.RTS-12.18,1,09/11/18,14:10,112010.0,112020.0,111880.0,111910.0,2692
SPFB.RTS-12.18,1,09/11/18,14:11,111900.0,111910.0,111820.0,111830.0,1757
SPFB.RTS-12.18,1,09/11/18,14:12,111820.0,111870.0,111800.0,111800.0,1493
SPFB.RTS-12.18,1,09/11/18,14:13,111810.0,111830.0,111710.0,111710.0,2135
SPFB.RTS-12.18,1,09/11/18,14:14,111710.0,111750.0,111680.0,111710.0,1351
SPFB.RTS-12.18,1,09/11/18,14:15,111700.0,111710.0,111640.0,111660.0,1111
SPFB.RTS-12.18,1,09/11/18,14:16,111650.0,111750.0,111600.0,111720.0,1998
SPFB.RTS-12.18,1,09/11/18,14:17,111720.0,111780.0,111710.0,111760.0,1079
SPFB.RTS-12.18,1,09/11/18,14:18,111760.0,111770.0,111680.0,111700.0,926
SPFB.RTS-12.18,1,09/11/18,14:19,111700.0,111740.0,111660.0,111690.0,659
SPFB.RTS-12.18,1,09/11/18,14:20,111700.0,111780.0,111630.0,111780.0,2020
SPFB.RTS-12.18,1,09/11/18,14:21,111770.0,111830.0,111730.0,111800.0,1356
SPFB.RTS-12.18,1,09/11/18,14:22,111810.0,112030.0,111770.0,111980.0,3317
SPFB.RTS-12.18,1,09/11/18,14:23,111990.0,111990.0,111880.0,111920.0,1741
SPFB.RTS-12.18,1,09/11/18,14:24,111920.0,112130.0,111920.0,112100.0,2341
SPFB.RTS-12.18,1,09/11/18,14:25,112100.0,112190.0,112080.0,112140.0,1454
SPFB.RTS-12.18,1,09/11/18,14:26,112150.0,112160.0,112030.0,112040.0,773
SPFB.RTS-12.18,1,09/11/18,14:27,112040.0,112050.0,112000.0,112010.0,603
SPFB.RTS-12.18,1,09/11/18,14:28,112000.0,112010.0,111920.0,111990.0,1010
SPFB.RTS-12.18,1,09/11/18,14:29,111980.0,112000.0,111930.0,111960.0,594
SPFB.RTS-12.18,1,09/11/18,14:30,111960.0,111990.0,111920.0,111970.0,347
SPFB.RTS-12.18,1,09/11/18,14:31,111980.0,112090.0,111970.0,112030.0,827
SPFB.RTS-12.18,1,09/11/18,14:32,112040.0,112070.0,112010.0,112010.0,356
SPFB.RTS-12.18,1,09/11/18,14:33,112010.0,112030.0,111910.0,111930.0,843
SPFB.RTS-12.18,1,09/11/18,14:34,111920.0,112000.0,111920.0,112000.0,481
SPFB.RTS-12.18,1,09/11/18,14:35,112000.0,112010.0,111920.0,111930.0,386
SPFB.RTS-12.18,1,09/11/18,14:36,111920.0,111930.0,111750.0,111780.0,1600
SPFB.RTS-12.18,1,09/11/18,14:37,111780.0,111810.0,111730.0,111750.0,1215
SPFB.RTS-12.18,1,09/11/18,14:38,111740.0,111760.0,111580.0,111590.0,2084
SPFB.RTS-12.18,1,09/11/18,14:39,111600.0,111630.0,111380.0,111440.0,5779
SPFB.RTS-12.18,1,09/11/18,14:40,111440.0,111660.0,111410.0,111660.0,2196
SPFB.RTS-12.18,1,09/11/18,14:41,111660.0,111660.0,111500.0,111520.0,2159
SPFB.RTS-12.18,1,09/11/18,14:42,111520.0,111580.0,111460.0,111470.0,1339
SPFB.RTS-12.18,1,09/11/18,14:43,111470.0,111570.0,111450.0,111510.0,866
SPFB.RTS-12.18,1,09/11/18,14:44,111510.0,111520.0,111420.0,111480.0,948
SPFB.RTS-12.18,1,09/11/18,14:45,111480.0,111510.0,111340.0,111360.0,1805
SPFB.RTS-12.18,1,09/11/18,14:46,111350.0,111400.0,111240.0,111240.0,2443
SPFB.RTS-12.18,1,09/11/18,14:47,111250.0,111260.0,111160.0,111190.0,3050
