<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,10/09/18,18:10,103220.0,103230.0,103210.0,103230.0,4
SPFB.RTS-12.18,1,10/09/18,18:13,103300.0,103320.0,103300.0,103320.0,5
SPFB.RTS-12.18,1,10/09/18,18:14,103310.0,103310.0,103300.0,103300.0,13
SPFB.RTS-12.18,1,10/09/18,18:15,103260.0,103270.0,103240.0,103270.0,15
SPFB.RTS-12.18,1,10/09/18,18:16,103270.0,103280.0,103240.0,103240.0,18
SPFB.RTS-12.18,1,10/09/18,18:17,103220.0,103220.0,103220.0,103220.0,2
SPFB.RTS-12.18,1,10/09/18,18:18,103190.0,103190.0,103190.0,103190.0,2
SPFB.RTS-12.18,1,10/09/18,18:19,103200.0,103210.0,103200.0,103210.0,4
SPFB.RTS-12.18,1,10/09/18,18:20,103220.0,103220.0,103220.0,103220.0,1
SPFB.RTS-12.18,1,10/09/18,18:21,103150.0,103150.0,103150.0,103150.0,1
SPFB.RTS-12.18,1,10/09/18,18:22,103140.0,103140.0,103140.0,103140.0,5
SPFB.RTS-12.18,1,10/09/18,18:23,103160.0,103170.0,103160.0,103170.0,2
SPFB.RTS-12.18,1,10/09/18,18:26,103180.0,103180.0,103180.0,103180.0,1
SPFB.RTS-12.18,1,10/09/18,18:27,103210.0,103210.0,103210.0,103210.0,1
SPFB.RTS-12.18,1,10/09/18,18:28,103220.0,103220.0,103220.0,103220.0,1
SPFB.RTS-12.18,1,10/09/18,18:30,103200.0,103200.0,103200.0,103200.0,1
SPFB.RTS-12.18,1,10/09/18,18:31,103200.0,103260.0,103200.0,103260.0,52
SPFB.RTS-12.18,1,10/09/18,18:32,103300.0,103320.0,103300.0,103320.0,5
SPFB.RTS-12.18,1,10/09/18,18:33,103340.0,103370.0,103340.0,103350.0,12
SPFB.RTS-12.18,1,10/09/18,18:34,103360.0,103430.0,103360.0,103420.0,22
SPFB.RTS-12.18,1,10/09/18,18:35,103430.0,103450.0,103420.0,103420.0,15
SPFB.RTS-12.18,1,10/09/18,18:36,103420.0,103430.0,103390.0,103390.0,8
SPFB.RTS-12.18,1,10/09/18,18:37,103390.0,103390.0,103370.0,103370.0,41
SPFB.RTS-12.18,1,10/09/18,18:38,103350.0,103360.0,103300.0,103300.0,29
SPFB.RTS-12.18,1,10/09/18,18:39,103300.0,103310.0,103300.0,103300.0,5
SPFB.RTS-12.18,1,10/09/18,18:40,103310.0,103320.0,103310.0,103320.0,7
SPFB.RTS-12.18,1,10/09/18,18:41,103320.0,103320.0,103270.0,103270.0,5
SPFB.RTS-12.18,1,10/09/18,18:42,103300.0,103300.0,103200.0,103200.0,13
SPFB.RTS-12.18,1,10/09/18,18:45,103240.0,103340.0,103240.0,103240.0,18
SPFB.RTS-12.18,1,10/09/18,19:01,103320.0,103320.0,103290.0,103290.0,6
SPFB.RTS-12.18,1,10/09/18,19:02,103200.0,103200.0,103200.0,103200.0,2
SPFB.RTS-12.18,1,10/09/18,19:03,103150.0,103150.0,103150.0,103150.0,1
SPFB.RTS-12.18,1,10/09/18,19:05,103180.0,103180.0,103180.0,103180.0,1
SPFB.RTS-12.18,1,10/09/18,19:08,103200.0,103200.0,103200.0,103200.0,2
SPFB.RTS-12.18,1,10/09/18,19:12,103160.0,103160.0,103160.0,103160.0,1
SPFB.RTS-12.18,1,10/09/18,19:14,103110.0,103110.0,103110.0,103110.0,2
SPFB.RTS-12.18,1,10/09/18,19:19,103120.0,103130.0,103120.0,103130.0,2
SPFB.RTS-12.18,1,10/09/18,19:27,103100.0,103100.0,103100.0,103100.0,4
SPFB.RTS-12.18,1,10/09/18,19:29,103100.0,103100.0,103100.0,103100.0,10
SPFB.RTS-12.18,1,10/09/18,19:30,103100.0,103100.0,103100.0,103100.0,3
SPFB.RTS-12.18,1,10/09/18,19:31,103100.0,103100.0,103100.0,103100.0,12
SPFB.RTS-12.18,1,10/09/18,19:32,103140.0,103140.0,103140.0,103140.0,1
SPFB.RTS-12.18,1,10/09/18,19:36,103190.0,103190.0,103190.0,103190.0,1
SPFB.RTS-12.18,1,10/09/18,19:38,103190.0,103190.0,103190.0,103190.0,1
SPFB.RTS-12.18,1,10/09/18,19:39,103170.0,103180.0,103170.0,103180.0,6
SPFB.RTS-12.18,1,10/09/18,19:40,103180.0,103180.0,103180.0,103180.0,1
SPFB.RTS-12.18,1,10/09/18,19:41,103160.0,103160.0,103160.0,103160.0,1
SPFB.RTS-12.18,1,10/09/18,19:42,103080.0,103090.0,103080.0,103090.0,9
SPFB.RTS-12.18,1,10/09/18,19:45,103100.0,103100.0,103100.0,103100.0,1
SPFB.RTS-12.18,1,10/09/18,19:46,103080.0,103080.0,103080.0,103080.0,3
SPFB.RTS-12.18,1,10/09/18,19:52,103060.0,103060.0,103050.0,103050.0,29
SPFB.RTS-12.18,1,10/09/18,19:53,103060.0,103060.0,103050.0,103050.0,7
SPFB.RTS-12.18,1,10/09/18,19:55,103120.0,103120.0,103120.0,103120.0,3
SPFB.RTS-12.18,1,10/09/18,19:58,103090.0,103090.0,103090.0,103090.0,1
SPFB.RTS-12.18,1,10/09/18,20:02,103110.0,103110.0,103110.0,103110.0,3
SPFB.RTS-12.18,1,10/09/18,20:03,103060.0,103060.0,103030.0,103030.0,63
SPFB.RTS-12.18,1,10/09/18,20:04,103010.0,103030.0,102970.0,102990.0,85
SPFB.RTS-12.18,1,10/09/18,20:05,102990.0,102990.0,102990.0,102990.0,2
SPFB.RTS-12.18,1,10/09/18,20:07,102980.0,102980.0,102980.0,102980.0,2
SPFB.RTS-12.18,1,10/09/18,20:08,102980.0,102980.0,102980.0,102980.0,1
SPFB.RTS-12.18,1,10/09/18,20:10,103020.0,103020.0,103020.0,103020.0,1
SPFB.RTS-12.18,1,10/09/18,20:12,103020.0,103120.0,103020.0,103120.0,17
SPFB.RTS-12.18,1,10/09/18,20:13,103100.0,103100.0,103100.0,103100.0,1
SPFB.RTS-12.18,1,10/09/18,20:16,103030.0,103030.0,103030.0,103030.0,3
SPFB.RTS-12.18,1,10/09/18,20:18,103060.0,103060.0,103060.0,103060.0,2
SPFB.RTS-12.18,1,10/09/18,20:19,103020.0,103020.0,103000.0,103000.0,23
SPFB.RTS-12.18,1,10/09/18,20:20,103000.0,103000.0,103000.0,103000.0,1
SPFB.RTS-12.18,1,10/09/18,20:22,103040.0,103040.0,103040.0,103040.0,3
SPFB.RTS-12.18,1,10/09/18,20:23,103040.0,103090.0,103040.0,103090.0,2
SPFB.RTS-12.18,1,10/09/18,20:24,103050.0,103050.0,103050.0,103050.0,1
SPFB.RTS-12.18,1,10/09/18,20:25,103100.0,103150.0,103100.0,103100.0,23
SPFB.RTS-12.18,1,10/09/18,20:26,103100.0,103100.0,103100.0,103100.0,10
SPFB.RTS-12.18,1,10/09/18,20:27,103120.0,103150.0,103120.0,103150.0,5
SPFB.RTS-12.18,1,10/09/18,20:28,103100.0,103120.0,103100.0,103100.0,10
SPFB.RTS-12.18,1,10/09/18,20:29,103130.0,103130.0,103130.0,103130.0,1
SPFB.RTS-12.18,1,10/09/18,20:31,103150.0,103150.0,103140.0,103140.0,4
SPFB.RTS-12.18,1,10/09/18,20:32,103150.0,103150.0,103150.0,103150.0,1
SPFB.RTS-12.18,1,10/09/18,20:36,103140.0,103140.0,103140.0,103140.0,2
SPFB.RTS-12.18,1,10/09/18,20:40,103100.0,103100.0,103100.0,103100.0,2
SPFB.RTS-12.18,1,10/09/18,20:46,103100.0,103100.0,103100.0,103100.0,3
SPFB.RTS-12.18,1,10/09/18,20:47,103060.0,103060.0,103060.0,103060.0,1
SPFB.RTS-12.18,1,10/09/18,20:48,103010.0,103010.0,103000.0,103000.0,4
SPFB.RTS-12.18,1,10/09/18,20:49,102970.0,102970.0,102960.0,102960.0,4
SPFB.RTS-12.18,1,10/09/18,20:51,102970.0,103030.0,102950.0,103030.0,15
SPFB.RTS-12.18,1,10/09/18,20:55,103020.0,103020.0,103020.0,103020.0,1
SPFB.RTS-12.18,1,10/09/18,20:59,103000.0,103000.0,103000.0,103000.0,1
SPFB.RTS-12.18,1,10/09/18,21:00,103030.0,103030.0,103030.0,103030.0,1
SPFB.RTS-12.18,1,10/09/18,21:08,103100.0,103100.0,103040.0,103040.0,3
SPFB.RTS-12.18,1,10/09/18,21:09,103100.0,103100.0,103090.0,103090.0,3
SPFB.RTS-12.18,1,10/09/18,21:10,103080.0,103080.0,103080.0,103080.0,1
SPFB.RTS-12.18,1,10/09/18,21:11,103080.0,103080.0,103080.0,103080.0,1
SPFB.RTS-12.18,1,10/09/18,21:12,103070.0,103070.0,103070.0,103070.0,1
SPFB.RTS-12.18,1,10/09/18,21:16,103040.0,103040.0,103030.0,103030.0,3
SPFB.RTS-12.18,1,10/09/18,21:17,103000.0,103020.0,103000.0,103020.0,3
SPFB.RTS-12.18,1,10/09/18,21:19,103000.0,103000.0,102980.0,102980.0,2
SPFB.RTS-12.18,1,10/09/18,21:20,103030.0,103030.0,103030.0,103030.0,1
SPFB.RTS-12.18,1,10/09/18,21:26,103020.0,103020.0,103020.0,103020.0,2
SPFB.RTS-12.18,1,10/09/18,21:27,103040.0,103040.0,103040.0,103040.0,1
SPFB.RTS-12.18,1,10/09/18,21:29,103050.0,103220.0,103050.0,103170.0,34
SPFB.RTS-12.18,1,10/09/18,21:30,103220.0,103220.0,103220.0,103220.0,5
SPFB.RTS-12.18,1,10/09/18,21:32,103220.0,103300.0,103150.0,103180.0,67
SPFB.RTS-12.18,1,10/09/18,21:33,103190.0,103190.0,103190.0,103190.0,5
SPFB.RTS-12.18,1,10/09/18,21:36,103150.0,103210.0,103150.0,103210.0,5
SPFB.RTS-12.18,1,10/09/18,21:37,103170.0,103170.0,103170.0,103170.0,1
SPFB.RTS-12.18,1,10/09/18,21:42,103170.0,103170.0,103170.0,103170.0,8
SPFB.RTS-12.18,1,10/09/18,21:43,103170.0,103170.0,103160.0,103170.0,13
SPFB.RTS-12.18,1,10/09/18,21:44,103170.0,103170.0,103170.0,103170.0,50
SPFB.RTS-12.18,1,10/09/18,21:45,103170.0,103170.0,103170.0,103170.0,11
SPFB.RTS-12.18,1,10/09/18,21:46,103290.0,103290.0,103230.0,103230.0,5
SPFB.RTS-12.18,1,10/09/18,21:49,103220.0,103220.0,103220.0,103220.0,3
SPFB.RTS-12.18,1,10/09/18,21:52,103190.0,103200.0,103190.0,103200.0,3
SPFB.RTS-12.18,1,10/09/18,21:54,103230.0,103230.0,103220.0,103220.0,2
SPFB.RTS-12.18,1,10/09/18,21:59,103180.0,103180.0,103180.0,103180.0,1
SPFB.RTS-12.18,1,10/09/18,22:07,103150.0,103150.0,103150.0,103150.0,4
SPFB.RTS-12.18,1,10/09/18,22:08,103150.0,103150.0,103150.0,103150.0,1
SPFB.RTS-12.18,1,10/09/18,22:13,103170.0,103170.0,103170.0,103170.0,1
SPFB.RTS-12.18,1,10/09/18,22:14,103160.0,103160.0,103160.0,103160.0,2
SPFB.RTS-12.18,1,10/09/18,22:27,103100.0,103100.0,103100.0,103100.0,3
SPFB.RTS-12.18,1,10/09/18,22:31,103100.0,103100.0,103100.0,103100.0,1
SPFB.RTS-12.18,1,10/09/18,22:33,103070.0,103070.0,103070.0,103070.0,1
SPFB.RTS-12.18,1,10/09/18,22:34,103100.0,103100.0,103100.0,103100.0,1
SPFB.RTS-12.18,1,10/09/18,22:35,103100.0,103100.0,103100.0,103100.0,3
SPFB.RTS-12.18,1,10/09/18,22:36,103100.0,103100.0,103100.0,103100.0,1
SPFB.RTS-12.18,1,10/09/18,22:37,103100.0,103100.0,103100.0,103100.0,1
SPFB.RTS-12.18,1,10/09/18,22:38,103080.0,103080.0,103080.0,103080.0,1
SPFB.RTS-12.18,1,10/09/18,22:41,103050.0,103050.0,103050.0,103050.0,1
SPFB.RTS-12.18,1,10/09/18,22:46,103040.0,103040.0,103040.0,103040.0,1
SPFB.RTS-12.18,1,10/09/18,23:00,103010.0,103010.0,103010.0,103010.0,3
SPFB.RTS-12.18,1,10/09/18,23:01,103060.0,103090.0,103060.0,103090.0,8
SPFB.RTS-12.18,1,10/09/18,23:02,103010.0,103010.0,103010.0,103010.0,2
SPFB.RTS-12.18,1,10/09/18,23:06,103050.0,103050.0,103050.0,103050.0,6
SPFB.RTS-12.18,1,10/09/18,23:07,103030.0,103030.0,103030.0,103030.0,4
SPFB.RTS-12.18,1,10/09/18,23:19,103050.0,103050.0,103050.0,103050.0,1
SPFB.RTS-12.18,1,10/09/18,23:20,103040.0,103040.0,103040.0,103040.0,1
SPFB.RTS-12.18,1,10/09/18,23:23,103110.0,103110.0,103090.0,103090.0,4
SPFB.RTS-12.18,1,10/09/18,23:27,103130.0,103140.0,103130.0,103140.0,10
SPFB.RTS-12.18,1,10/09/18,23:28,103100.0,103100.0,103100.0,103100.0,1
SPFB.RTS-12.18,1,10/09/18,23:40,103080.0,103080.0,103080.0,103080.0,2
SPFB.RTS-12.18,1,10/09/18,23:48,103000.0,103020.0,103000.0,103020.0,2
SPFB.RTS-12.18,1,10/09/18,23:49,103000.0,103000.0,103000.0,103000.0,13
SPFB.RTS-12.18,1,10/09/18,23:50,102960.0,103230.0,102680.0,102680.0,65
SPFB.RTS-12.18,1,10/10/18,10:01,116080.0,116480.0,116080.0,116340.0,2971
SPFB.RTS-12.18,1,10/10/18,10:02,116340.0,116470.0,116270.0,116310.0,2840
SPFB.RTS-12.18,1,10/10/18,10:03,116310.0,116460.0,116310.0,116440.0,1117
SPFB.RTS-12.18,1,10/10/18,10:04,116440.0,116450.0,116270.0,116330.0,922
SPFB.RTS-12.18,1,10/10/18,10:05,116320.0,116320.0,116210.0,116220.0,1079
SPFB.RTS-12.18,1,10/10/18,10:06,116230.0,116260.0,116070.0,116100.0,1901
SPFB.RTS-12.18,1,10/10/18,10:07,116100.0,116130.0,116020.0,116100.0,1422
SPFB.RTS-12.18,1,10/10/18,10:08,116120.0,116160.0,115880.0,115900.0,2758
SPFB.RTS-12.18,1,10/10/18,10:09,115890.0,115900.0,115670.0,115690.0,3689
SPFB.RTS-12.18,1,10/10/18,10:10,115700.0,115780.0,115590.0,115760.0,2440
SPFB.RTS-12.18,1,10/10/18,10:11,115760.0,115890.0,115760.0,115820.0,1657
SPFB.RTS-12.18,1,10/10/18,10:12,115840.0,115850.0,115670.0,115680.0,1354
SPFB.RTS-12.18,1,10/10/18,10:13,115680.0,115690.0,115510.0,115560.0,2893
SPFB.RTS-12.18,1,10/10/18,10:14,115560.0,115640.0,115480.0,115520.0,1826
SPFB.RTS-12.18,1,10/10/18,10:15,115530.0,115600.0,115510.0,115570.0,556
SPFB.RTS-12.18,1,10/10/18,10:16,115590.0,115610.0,115550.0,115610.0,987
SPFB.RTS-12.18,1,10/10/18,10:17,115610.0,115640.0,115200.0,115370.0,5817
SPFB.RTS-12.18,1,10/10/18,10:18,115350.0,115520.0,115350.0,115470.0,1977
SPFB.RTS-12.18,1,10/10/18,10:19,115470.0,115550.0,115470.0,115530.0,540
SPFB.RTS-12.18,1,10/10/18,10:20,115520.0,115550.0,115450.0,115470.0,739
SPFB.RTS-12.18,1,10/10/18,10:21,115470.0,115580.0,115420.0,115580.0,715
SPFB.RTS-12.18,1,10/10/18,10:22,115580.0,115740.0,115530.0,115610.0,1852
SPFB.RTS-12.18,1,10/10/18,10:23,115610.0,115660.0,115530.0,115580.0,1386
SPFB.RTS-12.18,1,10/10/18,10:24,115570.0,115690.0,115530.0,115680.0,475
SPFB.RTS-12.18,1,10/10/18,10:25,115670.0,115670.0,115560.0,115630.0,751
SPFB.RTS-12.18,1,10/10/18,10:26,115630.0,115640.0,115470.0,115510.0,1137
SPFB.RTS-12.18,1,10/10/18,10:27,115500.0,115520.0,115380.0,115410.0,1479
SPFB.RTS-12.18,1,10/10/18,10:28,115420.0,115500.0,115410.0,115430.0,692
SPFB.RTS-12.18,1,10/10/18,10:29,115430.0,115490.0,115430.0,115480.0,313
SPFB.RTS-12.18,1,10/10/18,10:30,115490.0,115520.0,115440.0,115510.0,785
SPFB.RTS-12.18,1,10/10/18,10:31,115510.0,115540.0,115280.0,115300.0,2813
SPFB.RTS-12.18,1,10/10/18,10:32,115290.0,115320.0,115250.0,115300.0,999
SPFB.RTS-12.18,1,10/10/18,10:33,115310.0,115320.0,115110.0,115140.0,2431
SPFB.RTS-12.18,1,10/10/18,10:34,115130.0,115130.0,114840.0,114900.0,5984
SPFB.RTS-12.18,1,10/10/18,10:35,114900.0,114980.0,114880.0,114960.0,1198
SPFB.RTS-12.18,1,10/10/18,10:36,114950.0,114960.0,114860.0,114860.0,1362
SPFB.RTS-12.18,1,10/10/18,10:37,114860.0,114900.0,114770.0,114830.0,2199
SPFB.RTS-12.18,1,10/10/18,10:38,114820.0,115000.0,114760.0,114910.0,1697
SPFB.RTS-12.18,1,10/10/18,10:39,114910.0,114970.0,114870.0,114950.0,543
SPFB.RTS-12.18,1,10/10/18,10:40,114930.0,114970.0,114860.0,114910.0,608
SPFB.RTS-12.18,1,10/10/18,10:41,114900.0,115000.0,114890.0,114990.0,516
SPFB.RTS-12.18,1,10/10/18,10:42,114990.0,114990.0,114880.0,114930.0,608
SPFB.RTS-12.18,1,10/10/18,10:43,114920.0,114940.0,114840.0,114870.0,530
SPFB.RTS-12.18,1,10/10/18,10:44,114880.0,114960.0,114850.0,114950.0,970
SPFB.RTS-12.18,1,10/10/18,10:45,114950.0,114960.0,114860.0,114890.0,449
SPFB.RTS-12.18,1,10/10/18,10:46,114900.0,115050.0,114870.0,115020.0,1494
SPFB.RTS-12.18,1,10/10/18,10:47,115020.0,115090.0,115010.0,115060.0,735
SPFB.RTS-12.18,1,10/10/18,10:48,115080.0,115120.0,115020.0,115060.0,863
SPFB.RTS-12.18,1,10/10/18,10:49,115070.0,115080.0,115000.0,115020.0,489
SPFB.RTS-12.18,1,10/10/18,10:50,115010.0,115080.0,114980.0,114990.0,678
SPFB.RTS-12.18,1,10/10/18,10:51,114970.0,114990.0,114880.0,114940.0,1040
SPFB.RTS-12.18,1,10/10/18,10:52,114930.0,115010.0,114920.0,115010.0,430
SPFB.RTS-12.18,1,10/10/18,10:53,115010.0,115090.0,115010.0,115030.0,500
SPFB.RTS-12.18,1,10/10/18,10:54,115020.0,115050.0,114960.0,114990.0,556
SPFB.RTS-12.18,1,10/10/18,10:55,115020.0,115030.0,115000.0,115020.0,175
SPFB.RTS-12.18,1,10/10/18,10:56,115000.0,115060.0,114960.0,114990.0,1036
SPFB.RTS-12.18,1,10/10/18,10:57,114990.0,115060.0,114990.0,115060.0,254
SPFB.RTS-12.18,1,10/10/18,10:58,115060.0,115110.0,114980.0,115110.0,745
SPFB.RTS-12.18,1,10/10/18,10:59,115110.0,115110.0,115050.0,115070.0,422
SPFB.RTS-12.18,1,10/10/18,11:00,115080.0,115160.0,115080.0,115130.0,742
SPFB.RTS-12.18,1,10/10/18,11:01,115130.0,115150.0,115040.0,115130.0,1069
SPFB.RTS-12.18,1,10/10/18,11:02,115120.0,115130.0,115010.0,115060.0,944
SPFB.RTS-12.18,1,10/10/18,11:03,115070.0,115160.0,115050.0,115160.0,461
SPFB.RTS-12.18,1,10/10/18,11:04,115160.0,115160.0,115030.0,115030.0,406
SPFB.RTS-12.18,1,10/10/18,11:05,115030.0,115030.0,114720.0,114820.0,3964
SPFB.RTS-12.18,1,10/10/18,11:06,114830.0,114890.0,114790.0,114800.0,1315
SPFB.RTS-12.18,1,10/10/18,11:07,114790.0,114790.0,114680.0,114750.0,1926
SPFB.RTS-12.18,1,10/10/18,11:08,114750.0,114800.0,114700.0,114760.0,801
SPFB.RTS-12.18,1,10/10/18,11:09,114760.0,114760.0,114670.0,114680.0,789
SPFB.RTS-12.18,1,10/10/18,11:10,114680.0,114700.0,114600.0,114680.0,1558
SPFB.RTS-12.18,1,10/10/18,11:11,114680.0,114740.0,114640.0,114720.0,1047
SPFB.RTS-12.18,1,10/10/18,11:12,114730.0,114770.0,114710.0,114730.0,351
SPFB.RTS-12.18,1,10/10/18,11:13,114730.0,114800.0,114720.0,114780.0,660
SPFB.RTS-12.18,1,10/10/18,11:14,114780.0,114790.0,114720.0,114740.0,296
SPFB.RTS-12.18,1,10/10/18,11:15,114740.0,114780.0,114690.0,114690.0,434
SPFB.RTS-12.18,1,10/10/18,11:16,114700.0,114750.0,114690.0,114740.0,694
SPFB.RTS-12.18,1,10/10/18,11:17,114740.0,114780.0,114680.0,114700.0,309
SPFB.RTS-12.18,1,10/10/18,11:18,114710.0,114730.0,114670.0,114710.0,224
SPFB.RTS-12.18,1,10/10/18,11:19,114710.0,114740.0,114690.0,114740.0,230
SPFB.RTS-12.18,1,10/10/18,11:20,114750.0,114770.0,114700.0,114730.0,557
SPFB.RTS-12.18,1,10/10/18,11:21,114740.0,114800.0,114710.0,114780.0,347
SPFB.RTS-12.18,1,10/10/18,11:22,114780.0,114780.0,114730.0,114770.0,200
SPFB.RTS-12.18,1,10/10/18,11:23,114770.0,114870.0,114750.0,114850.0,610
SPFB.RTS-12.18,1,10/10/18,11:24,114840.0,114960.0,114820.0,114960.0,874
SPFB.RTS-12.18,1,10/10/18,11:25,114940.0,115030.0,114900.0,114950.0,2433
SPFB.RTS-12.18,1,10/10/18,11:26,114950.0,114950.0,114890.0,114930.0,623
SPFB.RTS-12.18,1,10/10/18,11:27,114930.0,114930.0,114850.0,114890.0,210
SPFB.RTS-12.18,1,10/10/18,11:28,114890.0,114890.0,114800.0,114800.0,386
SPFB.RTS-12.18,1,10/10/18,11:29,114800.0,114870.0,114790.0,114860.0,558
SPFB.RTS-12.18,1,10/10/18,11:30,114850.0,114880.0,114830.0,114850.0,177
SPFB.RTS-12.18,1,10/10/18,11:31,114860.0,114870.0,114800.0,114800.0,274
SPFB.RTS-12.18,1,10/10/18,11:32,114800.0,114870.0,114800.0,114850.0,379
SPFB.RTS-12.18,1,10/10/18,11:33,114860.0,115070.0,114850.0,115050.0,2233
SPFB.RTS-12.18,1,10/10/18,11:34,115040.0,115170.0,115010.0,115150.0,1472
SPFB.RTS-12.18,1,10/10/18,11:35,115150.0,115300.0,115120.0,115220.0,2739
SPFB.RTS-12.18,1,10/10/18,11:36,115210.0,115380.0,115210.0,115330.0,1706
SPFB.RTS-12.18,1,10/10/18,11:37,115340.0,115340.0,115240.0,115250.0,740
SPFB.RTS-12.18,1,10/10/18,11:38,115250.0,115310.0,115220.0,115310.0,356
SPFB.RTS-12.18,1,10/10/18,11:39,115310.0,115330.0,115270.0,115270.0,396
SPFB.RTS-12.18,1,10/10/18,11:40,115270.0,115340.0,115260.0,115330.0,399
SPFB.RTS-12.18,1,10/10/18,11:41,115340.0,115350.0,115280.0,115320.0,753
SPFB.RTS-12.18,1,10/10/18,11:42,115320.0,115390.0,115290.0,115360.0,996
SPFB.RTS-12.18,1,10/10/18,11:43,115370.0,115450.0,115360.0,115390.0,686
SPFB.RTS-12.18,1,10/10/18,11:44,115400.0,115420.0,115190.0,115190.0,1409
SPFB.RTS-12.18,1,10/10/18,11:45,115190.0,115260.0,115130.0,115150.0,1625
SPFB.RTS-12.18,1,10/10/18,11:46,115160.0,115200.0,115000.0,115070.0,2354
SPFB.RTS-12.18,1,10/10/18,11:47,115060.0,115120.0,115060.0,115060.0,212
SPFB.RTS-12.18,1,10/10/18,11:48,115080.0,115180.0,115080.0,115140.0,649
SPFB.RTS-12.18,1,10/10/18,11:49,115130.0,115150.0,115100.0,115100.0,221
SPFB.RTS-12.18,1,10/10/18,11:50,115110.0,115110.0,115010.0,115020.0,501
SPFB.RTS-12.18,1,10/10/18,11:51,115010.0,115100.0,115010.0,115050.0,404
SPFB.RTS-12.18,1,10/10/18,11:52,115060.0,115070.0,114970.0,114990.0,652
SPFB.RTS-12.18,1,10/10/18,11:53,115000.0,115040.0,114980.0,115000.0,131
SPFB.RTS-12.18,1,10/10/18,11:54,115000.0,115050.0,114980.0,114980.0,283
SPFB.RTS-12.18,1,10/10/18,11:55,114980.0,114980.0,114920.0,114940.0,541
SPFB.RTS-12.18,1,10/10/18,11:56,114940.0,115040.0,114930.0,115020.0,459
SPFB.RTS-12.18,1,10/10/18,11:57,115020.0,115050.0,115000.0,115050.0,210
SPFB.RTS-12.18,1,10/10/18,11:58,115060.0,115070.0,115040.0,115070.0,148
SPFB.RTS-12.18,1,10/10/18,11:59,115080.0,115120.0,115070.0,115090.0,365
SPFB.RTS-12.18,1,10/10/18,12:00,115090.0,115090.0,114960.0,115000.0,391
SPFB.RTS-12.18,1,10/10/18,12:01,114990.0,115010.0,114880.0,114940.0,932
SPFB.RTS-12.18,1,10/10/18,12:02,114930.0,115000.0,114920.0,114940.0,366
SPFB.RTS-12.18,1,10/10/18,12:03,114950.0,115150.0,114920.0,115140.0,1463
SPFB.RTS-12.18,1,10/10/18,12:04,115130.0,115310.0,115040.0,115220.0,1829
SPFB.RTS-12.18,1,10/10/18,12:05,115220.0,115290.0,115210.0,115250.0,554
SPFB.RTS-12.18,1,10/10/18,12:06,115250.0,115250.0,115200.0,115250.0,277
SPFB.RTS-12.18,1,10/10/18,12:07,115240.0,115270.0,115200.0,115210.0,416
SPFB.RTS-12.18,1,10/10/18,12:08,115210.0,115280.0,115190.0,115280.0,288
SPFB.RTS-12.18,1,10/10/18,12:09,115270.0,115290.0,115240.0,115280.0,172
SPFB.RTS-12.18,1,10/10/18,12:10,115290.0,115420.0,115290.0,115350.0,1537
SPFB.RTS-12.18,1,10/10/18,12:11,115360.0,115370.0,115270.0,115310.0,544
SPFB.RTS-12.18,1,10/10/18,12:12,115290.0,115440.0,115290.0,115410.0,710
SPFB.RTS-12.18,1,10/10/18,12:13,115400.0,115470.0,115380.0,115470.0,1264
SPFB.RTS-12.18,1,10/10/18,12:14,115470.0,115600.0,115460.0,115570.0,3084
SPFB.RTS-12.18,1,10/10/18,12:15,115560.0,115580.0,115480.0,115510.0,998
SPFB.RTS-12.18,1,10/10/18,12:16,115520.0,115570.0,115480.0,115540.0,729
SPFB.RTS-12.18,1,10/10/18,12:17,115540.0,115590.0,115510.0,115550.0,488
SPFB.RTS-12.18,1,10/10/18,12:18,115530.0,115610.0,115520.0,115590.0,693
SPFB.RTS-12.18,1,10/10/18,12:19,115600.0,115640.0,115520.0,115540.0,498
SPFB.RTS-12.18,1,10/10/18,12:20,115550.0,115550.0,115440.0,115460.0,873
SPFB.RTS-12.18,1,10/10/18,12:21,115460.0,115500.0,115390.0,115450.0,975
SPFB.RTS-12.18,1,10/10/18,12:22,115440.0,115450.0,115380.0,115390.0,560
SPFB.RTS-12.18,1,10/10/18,12:23,115390.0,115400.0,115260.0,115360.0,1847
SPFB.RTS-12.18,1,10/10/18,12:24,115350.0,115400.0,115330.0,115400.0,346
SPFB.RTS-12.18,1,10/10/18,12:25,115390.0,115440.0,115340.0,115340.0,379
SPFB.RTS-12.18,1,10/10/18,12:26,115350.0,115360.0,115280.0,115360.0,625
SPFB.RTS-12.18,1,10/10/18,12:27,115360.0,115400.0,115300.0,115330.0,344
SPFB.RTS-12.18,1,10/10/18,12:28,115330.0,115440.0,115290.0,115440.0,373
SPFB.RTS-12.18,1,10/10/18,12:29,115440.0,115490.0,115380.0,115380.0,727
SPFB.RTS-12.18,1,10/10/18,12:30,115380.0,115420.0,115360.0,115410.0,268
SPFB.RTS-12.18,1,10/10/18,12:31,115400.0,115510.0,115390.0,115480.0,354
SPFB.RTS-12.18,1,10/10/18,12:32,115460.0,115510.0,115390.0,115390.0,239
SPFB.RTS-12.18,1,10/10/18,12:33,115400.0,115400.0,115320.0,115350.0,457
SPFB.RTS-12.18,1,10/10/18,12:34,115340.0,115350.0,115240.0,115290.0,657
